Nb;Sc;Ta;Ti;Zr;Mo;Cr;Mn;Fe;Hf;Co;Si;Mg;V;W;Y;In;Ag;Ga;Cd;Sb;Te;Cu;Re;Ge;Hg;Ru;Al;As;Zn;Ni;Ir;Bi;Au;Pt;Pb;Rh;Pd;Sn;stoich_entropy;delta;avg_VEC;Formation Energy (eV/atom);Bulk Modulus (GPa);Shear Modulus (GPa);Density;Melting_Temperature;LMP;GB ratio;Omega;Log_10(K_A);Origin;Cluster;Normalized Composition
0.2;0.2;0.2;0.2;0.02;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;1.68;0.06;7.12;-0.08;165.53;64.67;7.89;2250.78;31.26;0.39;3.86;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.02V0.2
0.17;0.17;0.17;0.17;0.15;;;;;;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;0.06;6.72;-0.06;159.15;59.67;7.88;2253.39;31.2;0.37;5.82;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.15V0.17
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.05;7.0;-0.05;142.8;55.26;7.96;2196.94;31.4;0.39;5.65;0.32;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;;;;1.68;0.05;7.02;-0.08;137.21;52.34;7.83;2185.01;31.22;0.38;4.21;0.35;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Ru0.02
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;1.68;0.05;7.06;-0.08;134.66;50.8;7.76;2194.32;31.32;0.38;4.09;0.32;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Pd0.02
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.03;;;;;;;;;;;;;1.69;0.05;7.03;-0.07;137.08;52.4;7.83;2183.43;31.22;0.38;4.64;0.36;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Ru0.03
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;1.68;0.05;7.07;-0.08;133.63;49.98;7.75;2194.96;31.32;0.37;4.05;0.32;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Pd0.02
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;;;;1.68;0.05;7.02;-0.07;137.17;52.55;7.83;2187.95;31.22;0.38;4.3;0.35;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Ru0.02
0.2;0.2;0.2;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;1.68;0.05;7.07;-0.09;133.78;49.86;7.75;2198.38;31.32;0.37;3.75;0.32;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.2Sc0.2Ta0.2Ti0.2Zr0.2Pd0.02
0.18;0.18;0.18;0.18;0.18;;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.05;8.0;-0.05;141.83;50.55;8.25;2168.4;31.4;0.36;6.47;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.09
0.19;0.19;0.19;0.19;0.19;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.72;0.05;7.52;-0.05;142.76;55.57;7.97;2219.13;31.4;0.39;6.39;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.05
0.18;0.18;0.18;0.18;0.18;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;0.05;8.15;-0.05;142.17;48.89;8.35;2170.56;31.4;0.34;6.18;0.25;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.1
0.19;0.19;0.19;0.19;0.19;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.05;7.37;-0.06;142.84;55.66;8.01;2206.74;31.4;0.39;5.21;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.03
0.18;0.18;0.18;0.18;0.18;;;0.03;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.82;0.05;7.61;-0.05;146.01;54.16;8.08;2213.78;31.4;0.37;6.4;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Mn0.03Hf0.06
0.19;0.19;0.19;0.19;0.19;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75;0.05;7.74;-0.05;144.1;55.28;8.0;2194.72;31.4;0.38;6.87;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.07
0.18;0.18;0.18;0.18;0.18;;;0.03;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.82;0.05;7.58;-0.05;146.05;54.16;8.11;2209.82;31.4;0.37;6.54;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Mn0.03Hf0.05
0.19;0.19;0.19;0.19;0.19;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.73;0.05;7.57;-0.05;141.81;55.57;8.05;2210.26;31.4;0.39;6.51;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.05
0.19;0.19;0.19;0.19;0.19;;;;;0.04;;;;;;;;;;;;;;;;;0.03;;;;;;;;;;;;;1.79;0.05;7.48;-0.08;137.17;51.38;7.77;2218.36;31.22;0.37;4.15;0.28;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.04Ru0.03
0.18;0.18;0.18;0.18;0.18;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.05;8.05;-0.05;141.88;50.55;8.27;2164.42;31.4;0.36;6.51;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.1
0.18;0.18;0.18;0.18;0.18;;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.05;8.03;-0.05;141.83;50.55;8.27;2164.63;31.4;0.36;6.43;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.09
0.18;0.18;0.18;0.18;0.18;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76;0.05;7.86;-0.06;144.95;54.66;8.03;2196.51;31.4;0.38;5.49;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.08
0.18;0.18;0.18;0.18;0.18;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.05;8.1;-0.05;142.37;50.55;8.35;2148.01;31.4;0.36;6.23;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.1
0.19;0.19;0.19;0.19;0.19;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.05;7.63;-0.05;142.26;55.71;8.04;2209.87;31.4;0.39;6.9;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.06
0.19;0.19;0.19;0.19;0.19;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75;0.05;7.76;-0.05;144.16;55.28;8.01;2186.84;31.4;0.38;6.66;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Hf0.07
0.18;0.18;0.18;0.18;0.18;;;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.77;0.05;8.12;-0.05;142.37;50.55;8.35;2156.89;31.4;0.36;6.0;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.1
0.18;0.18;0.18;0.18;0.18;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.78;0.05;8.16;-0.05;142.03;48.89;8.34;2184.0;31.4;0.34;6.22;0.25;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.11
0.18;0.18;0.18;0.18;0.18;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76;0.05;7.85;-0.05;144.66;55.75;8.03;2196.51;31.4;0.39;6.75;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.08
0.18;0.18;0.18;0.18;0.18;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76;0.05;7.84;-0.05;144.65;55.75;8.03;2196.51;31.4;0.39;6.84;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Hf0.08
0.17;0.17;0.17;0.17;0.17;;;0.03;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.05;8.09;-0.06;147.07;50.64;8.28;2180.01;31.4;0.34;5.85;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.17Sc0.17Ta0.17Ti0.17Zr0.17Mn0.03Hf0.1
0.18;0.18;0.18;0.18;0.18;;;0.05;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.86;0.05;7.73;-0.04;148.52;53.02;8.08;2212.04;31.4;0.36;8.57;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Mn0.05Hf0.07
0.18;0.18;0.18;0.18;0.18;;;0.04;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.85;0.05;7.75;-0.04;148.22;54.43;8.07;2217.11;31.4;0.37;7.98;0.31;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.18Sc0.18Ta0.18Ti0.18Zr0.18Mn0.04Hf0.07
0.19;0.19;0.19;0.19;0.19;;;0.03;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;0.05;7.47;-0.06;145.55;54.45;8.05;2189.93;31.4;0.37;5.67;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.19Sc0.19Ta0.19Ti0.19Zr0.19Mn0.03Hf0.04
0.25;;0.19;;0.18;;;;;;;;0.21;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;1.6;0.03;8.16;-0.15;122.61;50.58;8.25;1859.19;31.93;0.41;1.72;0.24;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.25Ta0.19Zr0.18Mg0.21In0.16
0.24;;;;;;0.23;;;;;;;0.2;;;;;;0.18;;;0.16;;;;;;;;;;;;;;;;;1.6;0.05;7.43;-0.06;178.14;69.48;8.16;1644.03;31.19;0.39;3.55;0.29;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Nb0.24Cr0.23V0.2Cd0.18Cu0.16
0.17;0.21;;;;;0.26;;;;;;;;;;;0.21;;0.16;;;;;;;;;;;;;;;;;;;;1.59;0.06;7.2;-0.08;108.63;39.56;7.32;1449.56;30.95;0.36;2.36;0.09;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Nb0.17Sc0.21Cr0.26Ag0.21Cd0.16
;;0.11;;;;;;;;;;;;;;;;;;;;0.22;;0.07;;;0.56;0.04;;;;;;;;;;;1.36;0.06;7.32;-0.14;132.62;49.32;7.74;2033.01;31.14;0.37;1.69;0.31;Hamming & Gradient Augmentation;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Ta0.11Cu0.22Ge0.07Al0.56As0.04
;;;;;0.34;;;;;0.22;;;;;;;;;;0.1;;0.14;;;;;0.2;;;;;;;;;;;;1.58;0.05;6.99;-0.16;205.23;89.49;8.7;1765.59;31.06;0.44;1.46;0.23;Hamming & Gradient Augmentation;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.34Co0.22Sb0.1Cu0.14Al0.2
;;;;;0.36;;;;0.05;0.21;;;;;;;;;;;;0.12;;;;;0.25;;;;;;;;;;;;1.46;0.06;7.54;-0.14;197.4;99.11;9.07;1789.66;31.09;0.5;1.66;0.15;Hamming & Gradient Augmentation;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.36Hf0.05Co0.21Cu0.12Al0.25
;;;;;0.33;;;0.27;0.06;;;;;;;;;;;;;0.12;;;;;0.22;;;;;;;;;;;;1.47;0.06;7.31;-0.14;192.55;94.6;8.71;1740.14;31.04;0.49;1.56;0.23;Hamming & Gradient Augmentation;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Mo0.33Fe0.27Hf0.06Cu0.12Al0.22
;;;;;;;;;;;;0.52;;;;;;;;;0.13;0.18;;;0.05;;0.12;;;;;;;;;;;;1.28;0.06;6.76;-0.15;75.48;39.28;4.64;1376.64;30.26;0.52;1.01;-0.82;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Mg0.52Te0.13Cu0.18Hg0.05Al0.12
;;0.13;;;;;0.51;;;;0.04;;;;;;;;;;;;;;;;0.29;;;;;;0.03;;;;;;1.29;0.06;7.94;-0.19;130.88;49.88;7.86;2187.89;31.15;0.38;1.31;0.26;Hamming & Gradient Augmentation;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Ta0.13Mn0.51Si0.04Al0.29Au0.03
0.31;;0.19;;;;;;;;;;0.23;;;;;;;;;;;;;;;0.17;;0.1;;;;;;;;;;1.45;0.07;7.19;-0.19;97.4;49.85;6.37;1648.83;31.21;0.51;1.1;0.32;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Nb0.31Ta0.19Mg0.23Al0.17Zn0.1
;;0.08;0.29;;0.27;;;;;0.19;;;;;;;;;;;;;;;;;0.17;;;;;;;;;;;;1.55;0.07;7.1;-0.19;149.96;59.66;7.64;1994.46;31.12;0.4;1.42;0.28;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.08Ti0.29Mo0.27Co0.19Al0.17
;;0.02;;;;;;;;;0.24;;;;;;;;;;;;;0.25;;;0.43;;;;0.06;;;;;;;;1.33;0.07;7.21;-0.15;129.41;51.8;7.37;2111.46;31.21;0.4;1.64;0.29;Hamming & Gradient Augmentation;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Ta0.02Si0.24Ge0.25Al0.43Ir0.06
;;0.2;0.33;;;;;;;;;0.29;;;;;;;;;;;;;;;0.17;;;;;;;0.01;;;;;1.29;0.06;7.79;-0.16;141.02;50.59;7.18;2054.73;31.2;0.36;1.47;0.36;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.2Ti0.33Mg0.29Al0.17Pt0.01
;;0.14;0.29;;;0.35;;;;;;;;;;;;;;0.06;;;;;;;0.16;;;;;;;;;;;;1.55;0.07;7.23;-0.1;146.39;58.81;7.59;2050.69;31.12;0.4;2.86;0.29;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Ta0.14Ti0.29Cr0.35Sb0.06Al0.16
;;0.16;0.28;;;0.35;;;;;;;;;;;;;;;;;;;;;0.16;0.05;;;;;;;;;;;1.59;0.05;6.73;-0.17;161.8;59.52;7.5;1975.78;31.21;0.37;1.6;0.27;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Ta0.16Ti0.28Cr0.35Al0.16As0.05
;;0.19;0.5;;;;;;;;;;;;;;0.06;;;;0.07;;;;;;0.18;;;;;;;;;;;;1.3;0.06;7.43;-0.13;123.01;51.38;6.92;1765.27;31.14;0.42;1.55;0.27;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.19Ti0.5Ag0.06Te0.07Al0.18
;;0.15;0.49;;;;;;;;;;;;;0.06;;;;;0.05;;;;;;0.24;;;;;;;;;;;;1.51;0.06;7.15;-0.12;140.92;55.25;7.1;1861.56;31.12;0.39;2.08;0.23;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.15Ti0.49In0.06Te0.05Al0.24
;;0.15;0.37;;;;0.25;;;;;;;;;;;;;;0.04;;;;;;0.19;;;;;;;;;;;;1.55;0.07;7.4;-0.14;147.94;62.33;7.18;2062.48;31.12;0.42;1.99;0.28;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.15Ti0.37Mn0.25Te0.04Al0.19
;;0.12;0.29;;;0.39;;;;;;;;;;;;;;;0.02;;;;;;0.17;;;;;;;;;;;;1.56;0.07;6.72;-0.12;131.4;55.66;6.41;1809.83;31.12;0.42;2.01;0.26;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Ta0.12Ti0.29Cr0.39Te0.02Al0.17
0.4;;0.16;;;;;;0.3;;;;;;;0.01;;;;;;;;;;;;0.13;;;;;;;;;;;;1.27;0.07;7.26;-0.18;88.7;54.76;6.02;1605.0;31.36;0.62;0.98;0.05;Hamming & Gradient Augmentation;Co0.06Cr0.14Fe0.22Mn0.07Mo0.24Ru0.05Si0.04V0.14W0.05;Nb0.4Ta0.16Fe0.3Y0.01Al0.13
;;0.24;;;;;;;;;;0.51;;;0.04;;;;0.19;;;;;;;;0.02;;;;;;;;;;;;1.32;0.06;7.04;-0.1;117.18;41.43;7.06;1807.16;31.09;0.35;2.1;0.29;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Ta0.24Mg0.51Y0.04Cd0.19Al0.02
;0.41;0.21;;0.29;;;;;;;;;;;;;;;;;;;;;;;0.08;;;;;;;0.02;;;;;1.3;0.06;7.03;-0.11;116.13;42.58;7.01;1776.79;31.19;0.37;1.8;0.24;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.41Ta0.21Zr0.29Al0.08Pt0.02
;;0.12;;0.34;;;;0.4;;;;;;;;;;;;0.02;;;;;;;0.12;;;;;;;;;;;;1.28;0.06;6.99;-0.07;116.16;43.13;6.99;1773.41;31.21;0.37;2.88;0.27;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ta0.12Zr0.34Fe0.4Sb0.02Al0.12
0.38;;0.14;;0.28;;;;;;;;;;;;;;;;0.08;;;;;;;0.12;;;;;;;;;;;;1.54;0.06;7.25;-0.08;130.15;48.83;7.82;2083.48;31.21;0.38;3.48;0.29;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.38Ta0.14Zr0.28Sb0.08Al0.12
0.25;;0.24;;0.2;;;;;;;;0.18;;;;;;;;;;;;;;;0.14;;;;;;;;;;;;1.49;0.07;7.44;-0.11;114.54;48.22;7.25;1828.81;31.21;0.42;2.13;0.25;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.25Ta0.24Zr0.2Mg0.18Al0.14
;;0.12;;0.25;;0.43;;;;;;;;;;;;;;;0.04;;;;;;0.16;;;;;;;;;;;;1.46;0.06;7.12;-0.11;119.83;51.18;7.18;1878.18;31.22;0.43;2.11;0.3;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Ta0.12Zr0.25Cr0.43Te0.04Al0.16
;;0.2;;;;;;;;;;0.5;;0.1;;;;0.06;;;;;;;;;0.15;;;;;;;;;;;;1.38;0.07;7.4;-0.14;136.54;55.01;7.8;2080.46;31.14;0.4;1.74;0.29;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Ta0.2Mg0.5W0.1Ga0.06Al0.15
0.28;;0.09;;;;0.39;;;;;;;;0.04;;;;;;;;;;;;;0.2;;;;;;;;;;;;1.35;0.06;6.99;-0.11;110.72;53.6;6.34;1837.42;31.21;0.48;1.88;0.29;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Nb0.28Ta0.09Cr0.39W0.04Al0.2
0.35;;0.13;;;;;0.22;;;;;;;;;;;;;;;;0.08;;;;0.22;;;;;;;;;;;;1.4;0.06;7.79;-0.09;117.14;52.2;6.87;1796.38;31.21;0.45;2.32;0.28;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Nb0.35Ta0.13Mn0.22Re0.08Al0.22
0.26;;0.09;;;;0.36;;;;;;;;;;;;;;;;;;;;0.11;0.18;;;;;;;;;;;;1.35;0.06;7.07;-0.15;101.13;46.05;6.49;1827.45;31.21;0.46;1.38;0.28;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Nb0.26Ta0.09Cr0.36Ru0.11Al0.18
;;0.1;;;;;0.23;0.34;;;;;;;;;;;;0.06;;;;;;;0.27;;;;;;;;;;;;1.54;0.07;7.44;-0.15;129.7;57.19;7.78;1876.2;31.12;0.44;1.66;0.24;Hamming & Gradient Augmentation;Co0.09Cr0.26Fe0.26Mn0.32Si0.07;Ta0.1Mn0.23Fe0.34Sb0.06Al0.27
0.36;;0.12;;;;;0.24;;;;;;;;;;;;;;0.05;;;;;;0.23;;;;;;;;;;;;1.54;0.07;7.03;-0.14;154.96;63.07;7.62;2045.56;31.12;0.41;1.88;0.28;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Nb0.36Ta0.12Mn0.24Te0.05Al0.23
;;0.25;;;;;;;;;;0.42;;;;0.08;;;;;0.05;;;;;;0.2;;;;;;;;;;;;1.36;0.07;7.9;-0.18;136.06;52.88;7.43;1923.89;31.12;0.39;1.28;0.24;Hamming & Gradient Augmentation;Ag0.12Mg0.31Mn0.2Nb0.28Ta0.09;Ta0.25Mg0.42In0.08Te0.05Al0.2
;0.19;0.17;;;;;;;;;;0.41;;;;;;;;;;;;;0.12;;0.11;;;;;;;;;;;;1.54;0.07;6.75;-0.17;135.15;64.52;6.39;1782.92;31.12;0.48;1.38;0.3;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Sc0.19Ta0.17Mg0.41Hg0.12Al0.11
;;;;;0.36;;;;;;;;;;;;;;;;;;;;;0.16;0.2;;;0.28;;;;;;;;;1.51;0.06;7.28;-0.18;193.78;89.43;8.72;1825.0;30.96;0.46;1.29;0.23;Hamming & Gradient Augmentation;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Mo0.36Ru0.16Al0.2Ni0.28
;;;0.25;0.18;;;;;;;;;0.23;;;;;;;;;;;;0.2;;0.14;;;;;;;;;;;;1.53;0.07;6.91;-0.18;174.2;78.15;7.36;2142.09;31.19;0.45;1.57;0.28;Hamming & Gradient Augmentation;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Ti0.25Zr0.18V0.23Hg0.2Al0.14
;;;0.27;;;0.28;;;;;;;0.26;;;;;;;;;;;;;;0.13;;;;;0.06;;;;;;;1.24;0.05;7.5;-0.19;108.24;42.99;7.6;1726.15;31.37;0.4;0.99;0.09;Hamming & Gradient Augmentation;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Ti0.27Cr0.28V0.26Al0.13Bi0.06
